Category,Name,Description,Values,Default value
Manufacturing,autodrilling_config_filename,Retrieve automatically and load the configuration file for the auto-drilling table.,,autodrilling
Manufacturing,autodrilling_holestyle_param,Parameter name included in hole features of a manufacturing reference model.  The parameter value identifies the MUDF for holemaking that is automatically applied in Pro/NC to drill these holes.,,
Manufacturing,campost_dir,Specifies the CAM-Post load point directory to enable you to directly set-up the post-processors and generate MCD files.,,
Manufacturing,chk_part_surfs_profpock,Yes - Includes all reference part surfaces as check surfaces for profiling and pocketing NC sequences.,"yes, no",no
Manufacturing,cl_arrow_scale,Enables you to control the size of the tool path arrow for contouring NC sequences. 0 - The arrow does not display. Any other value - The arrow scales accordingly.,,1
Manufacturing,cl_rotate_sign_convention,TOOL or TABLE - defines ROTATE sign direction convention based with respect to either rotation table or cutting tool.,"table, tool",table
Manufacturing,cmm_custom_tool_param_file,Defines the file that contains the user-defined tool parameters' list.,,
Manufacturing,curve_traj_offset_opt_default,"Enables default state of ""Offset Cut"" option for the trajectory sequence. ""ON"" - ""Offset Cut"" option is selected. ""OFF"" - the option is not selected. ""AUTO"" - the option state depends on the selected chain reference.","off, on, auto",auto
Manufacturing,display_mfg_icon_for_mfg_assy,Yes- Display manufacturing icon for manufacturing assembly files in Open/Save dialogs.  No- the manufacturing assembly files have assembly icons.,"yes, no",no
Manufacturing,dm_nc_process,Sets output of NC process information as content on the NC Assembly CAD Document in XML Format. Yes  - Outputs the file whenever CAD Document is Saved. No - Does not output the file.,"yes, no",no
Manufacturing,dm_nc_references,"Sets whether reference relationships will be created in Windchill between the manufacturing model and its deliverables(CL file, tape file and DMIS file).","yes, no",yes
Manufacturing,drilling_ui_end_opt_default,"Defines default end option for holemaking sequences. ""AUTO"" - end is determined automatically, ""REFERENCE"" - end is determined by the selected reference, ""DEPTH"" - end is determined by the specified depth, ""THROUGH"" - machine through the part.","auto, through, reference, depth",auto
Manufacturing,drilling_ui_start_opt_default,"Defines default start option for holemaking sequences. ""AUTO"" - start is determined automatically, ""REFERENCE"" - start is determined by the selected reference.","auto, reference",auto
Manufacturing,enable_2x_traj_multi_loops,Enables selection of loops on surfaces for curve trajectory sequence.,"yes, no",no
Manufacturing,enable_face_thread_turning,Allows/disallows face option for thread turning sequence.,"yes, no",no
Manufacturing,enable_param_n_tool_upd_dialog,Enable parameters and tool updation dialog.,"yes, no",yes
Manufacturing,gpostpp_dir,Specifies the directory containing the post processor files to be used by Pro/NCPOST (GPOST).,,
Manufacturing,ignore_templ_pos_for_new_tool,Ignore pocket number from template for tools added to a workcell. Use first available pocket.,"yes, no",no
Manufacturing,include_all_tools_in_list,Show/hide inapplicable cutting tools in mfg sequence UI.,"yes, no",no
Manufacturing,mfg_auto_ref_mfg_template,Enable/Disable auto referencing for Manufacturing template,"yes, no",no
Manufacturing,mfg_auto_ref_prt_as_chk_srf,"Yes - In 3, 4, and 5 axis contour and conventional mill sequences, the entire reference part is selected as check surfaces by default when computing the NC sequence toolpath for those sequences. No - You select the check surfaces.","yes, no",yes
Manufacturing,mfg_auto_retract_clear_dist,Specifies distance between automatically created retract plane and step coordinate system. Will be applied to the new steps created in process manager if operation retract cannot be used.,,0
Manufacturing,mfg_cl_cmd_param_consider_units,Yes - take into account units for parameters used in CL command expressions.,"yes, no",no
Manufacturing,mfg_cl_euc_japanese_encode,Yes - Output cl-file Japanese characters in EUC encoding.,"yes, no",no
Manufacturing,mfg_comments_text_area_size,Controls the number of lines available for comments without scrolling in NC steps dashboard UI.,,8
Manufacturing,mfg_custom_tool_param_file,Defines the file that contains the user-defined tool parameters' list.,,
Manufacturing,mfg_customize_dialog,Yes - Uses the new customize dialog box for customizing NC sequences. No - Uses the Release 19.0 menus.,"yes, no",yes
Manufacturing,mfg_cutline_save_mesh,"Yes - Save / Retrieve Mesh for subsequent cutline recalculations, No - New Mesh will be computed for each cutline recalculations.","yes, no",yes
Manufacturing,mfg_ijk_num_digits,"Sets the number of digits for i, j, k data points in a CL data file.",,10
Manufacturing,mfg_info_location,top left /bottom right -Position of the mfg. Info dialog box.,"top_left, bottom_right",top_left
Manufacturing,mfg_modal_command_file,"Enables you to make some of the APTn index topics modal, which means that you repeatedly get a list of major keywords corresponding to this topic upon completing a command line.",,
Manufacturing,mfg_param_auto_copy_from_tool,Do not copy any parameter of the tool to the sequence parameter tree.,"all, none, misc, cutting",none
Manufacturing,mfg_paste_special_dep_default,"Controls the default state of the following option in Paste Special dialog: ""Make copies dependent on dimensions of originals"". This configuration option has an effect only for manufacturing assemblies.","yes, no",yes
Manufacturing,mfg_process_print_dir,Specifies the directory where Mfg Process html page get stored. Use the full pathname to avoid problems.,,
Manufacturing,mfg_process_sync_by_default,Specifies whether all steps created in the Process Manager get automatically synchronized with features in the Pro/NC assembly. You can change steps later in the dialog box open during the session.,"yes, no",yes
Manufacturing,mfg_process_table_setup_dir,Specifies the directory where Mfg Process Table settings get stored. Use the full pathname to avoid problems.,,
Manufacturing,mfg_process_template_dir,Specifies the directory where Mfg Process Templates get stored. Use the full pathname to avoid problems.,,
Manufacturing,mfg_setup_dir,Specifies the directory which contains all manufacturing related setup files for the current session.,,
Manufacturing,mfg_stock_display_show_default,Sets the default visibility status of the Stock Model after creation.,"yes, no",no
Manufacturing,mfg_tap_mat_rem_coef,The factor is used to consider the threading of tapping tool. The estimate removed material value of tapping sequence is presented as estimate removed material value multiplied by this factor. The factor should be greater than 0 and upto 1.0.,,1
Manufacturing,mfg_tbl_comment_from_retr_tool,Controls whether the mfg tool comment is getting copied from TOOL_COMMENT parameter of the retrieved tool to the tool manager table comment.,"yes, no",no
Manufacturing,mfg_template_dir,Specifies the storage directory for NC templates. Specify full path to avoid problems. NC templates are used in Expert Machinist. Templates store the recipe for a toolpath as the method of tool retrieval.,,
Manufacturing,mfg_tool_dialog_setup_file,Specifies the XML based file to setup Tool Dialog.,,
Manufacturing,mfg_tool_preview_by_pick,Enables preview of a milling tool at a specified location on the tool path or geometry of the part.,"yes, no",yes
Manufacturing,mfg_udf_info_setup_file,Specify name and path of the file containing udf and mfg criteria values .,,
Manufacturing,mfg_workpiece_transparency,"Controls the workpiece transparency in shaded model display. You can change the value in the range between 0.1 and 1. The bigger the value, the more transparent the workpiece. The default value is 0.5.",,0.67
Manufacturing,mfg_xyz_num_digits,"Sets the number of digits for x, y, z data points in a CL data file.",,10
Manufacturing,nc_autodoc_param_dir,Location of the setup file that describes which process parameters are included in the parameter table.,,
Manufacturing,nc_autodoc_report_dir,Location for storing the report and images generated by the shop floor documentation tool.,,
Manufacturing,nc_autodoc_setup_dir,Location for documentation setup files that describe which process parameters are included in the parameter table.,,
Manufacturing,nc_autodoc_template_dir,Location of the style sheet and default images used for shop floor documentation.,,
Manufacturing,nc_jobman_visible,"Yes - make ""Submit Path"" and ""Abort Path"" visible. No - make ""Submit Path"" and ""Abort Path""  invisible.","yes, no",no
Manufacturing,nccheck_type,ModuleWorks will be used for NC material removal simulation.,"nccheck, moduleworks, external",moduleworks
Manufacturing,ncl_file_extension,"Sets the default file extension for Pro/MFG CL data files. Enter the file extension only (without the preceding "".""). For example, apt produces filename.apt.",,ncl
Manufacturing,ncmdl_bar_stock_part_path,"Sets path for storage and retrieval of stock instances for creating workpiece in NC Model. Specify full path, including part name, to avoid problems.",,<creo_loadpoint>\text\ncmdl_data\ncmdl_bar.prt
Manufacturing,ncmdl_billet_stock_part_path,"Sets path for storage and retrieval of stock instances for creating workpiece in NC Model. Specify full path, including part name, to avoid problems.",,<creo_loadpoint>\text\ncmdl_data\ncmdl_billet.prt
Manufacturing,ncpost_type,Set to GPOST to access the default post processor supplied with Pro/NCPOST.,"gpost, ncpost",
Manufacturing,ncseq_outbound_curve,Yes - Create out bound curve.,"yes, no",no
Manufacturing,new_turn_scan_type,Allows to use New turn scan types for Turning NC sequences.,"yes, no",yes
Manufacturing,output_mfg_xml,Allows export/import mfg model to/from xml file. Yes  - make Export/Import options visible. No - make them invisible.,"yes, no",no
Manufacturing,pro_mdb_dir,Sets the default directory for the Machinability Database (MDB) files. Use the full pathname to avoid problems.,,
Manufacturing,pro_mf_cl_dir,Sets the default directory for the manufacturing CL data files.Use the full pathname to avoid problems.,,
Manufacturing,pro_mf_clamp_dir,Specifies the directory where the manufacturing clamps can be found.,,
Manufacturing,pro_mf_param_dir,Sets the default directory for the manufacturing parameter files. Use the full pathname to avoid problems.,,
Manufacturing,pro_mf_tape_dir,Sets the default directory for the manufacturing TAPE data files.Use the full pathname to avoid problems.,,
Manufacturing,pro_mf_tprm_dir,Sets the default directory for the manufacturing tool files. Use the full pathname to avoid problems.,,
Manufacturing,pro_mf_workcell_dir,Sets the default directory for the manufacturing workcell files. Use the full pathname to avoid problems.,,
Manufacturing,pro_mfg_cmdsyn_dir,Sets the default directory for the syntax menu files in Pro/MFG. Use the full pathname to avoid problems.,,
Manufacturing,profile_output_utils,Affects CL-Data output for profile milling sequences. Yes - Sequence parameter output_point is available with options: tip - Toolpath is output with respect to the tool center; on_profile - Toolpath is output with respect to the profile of the tool.,"yes, no",no
Manufacturing,proncpost_dbf,Enter directory path to NCPost database file.,,
Manufacturing,prorembatch_queue_manager,"Enables toolpath computation on a separate host machine. Required values are Processor name, Remote machine's hostname, Type of transport (always 0), RPC processor number (same as that of remote processor), Version of queue manager.",,
Manufacturing,reverse_spiral_finish_type,"If the option value is 1, the tool path is obtained from standard one by reversing it; if the option value is 2, the tool path starts from an inner circle.",,
Manufacturing,shade_mfg_ref_models,No - Does not process reference parts when generating the shaded image (to save time). Yes - Shades reference parts when generating shaded images.,"yes, no",yes
Manufacturing,store_tool_path_file,Specifies how tool path information is computed. Yes - Tool path information stored in file filename.tph (filename is manufacturing model name). No - Tool path is computed each time manufacturing model is retrieved or parameters are changed.,"yes, no",yes
Manufacturing,tool_motion_list_length,Controls the number of rows visible in the tool motion list without scrolling.   This value is applied to dashboard based NC Steps.,,7
Manufacturing,tool_path_preview_default,Sets tool path preview default mode to OFF.,"off, on, auto",auto
Manufacturing,turn_avoid_holder_interference,Yes - Tool holder interference will be ignored during Turning toolpath calculation.,"yes, no",no
Manufacturing,wcell_fixt_info_setup_file,Specify name and path of the file containing workcell and fixture name info.,,
Manufacturing,workpiece_instances,Cut out are created in Workpiece but not the family table instances.,"none, operations, steps, operations_and_steps",none
Mechanism,mdo_cl_executable,Path for Custom Load executable.,,
Mechanism,mdo_integration_method,Select integration method for dynamic analyses.,"explicit, implicit, auto",auto
Mechanism,mdo_spring_wire_radius,Spring wire radius for dynamics spring icons.,,0.15
Mechanism,mdx_belt_icon_width,Width of belt transmission icons.,,5
Mechanism,mechanism_significant_digits,This is the number of significant digits of mantissa for real double values in mechanism mode.  Can be set in interval from 6 to 16. Default value is 12.,,12
Mechanism,mechanism_update_cross_section,"Dynamical update of cross sections geometry during Kinematic Drag, Analysis run and Playback.","yes, no",no
Mechanism,motion_envlp_alert,Displays the Motion Envelope alert the first time the quality level is increased.,"yes, no",yes
Mechanism,move_mechanism_in_nongeom_reps,Allow mechanism operations in non geometrical representations.,"yes, no, exclude_to_move",yes
Miscellaneous,allow_ply_cross_section,Yes - Enables Pro/COMPOSITE to create a cross-section of composite plys.,"yes, no",yes
Miscellaneous,mapkey,"Stores a keyboard macro. Use File > Options > Environment > Mapkey Settings to create, edit and delete mapkeys.",,
Miscellaneous,mapkeys_execution,"Mapkeys execution behavior. No Feedback - The mapkey is executed with no feedback, Execute with Feedback - A warning message is given upon failure during execution, Stop at failure - The execution stops at failure and a feedback message is provided.","no_feedback, execute_with_feedback, stop_at_failure",no_feedback
Miscellaneous,relation_text_trail_output,No - Disable trail output from Text layout in Relation Parameter UI if it hasn't been changed.,"yes, no",yes
Miscellaneous,relation_tool_mapkey_behavior,Will control how mapkeys will be executed in relation tool / dialog.  Incremental will add/remove text incrementally to the current set.  Full_output will record the original set state and replace the current one with it. Note: this config is dependent on relation_text_trail_output.,"increment, full_output",increment
Miscellaneous,session_log_mechanism,"""local_server"" if set with session_log_url it will upload data only to Exit Logger Server. ""quality_agent"" will upload session data only to Diagnostic Tools Server. ""local_server,quality_agent"" if set with session_log_url will send session data to both Exit Logger and Diagnostic Tools Server",,
Miscellaneous,show_cav_fit_loc_sys,Allows the printing of the transformation matrix of a Pro/Verify Fit into a file.,"yes, no",no
Model Display,allow_solid_perspective_hlr,Yes - Allows a solid to be displayed with hidden lines while in perspective.,"yes, no",yes
Model Display,animate_component_placement,Animate the transition between component states in placement.,"yes, no",yes
Model Display,animate_explode_states,Animate the transition between explode states and mold opening steps.,"yes, no",yes
Model Display,blended_transparency,Yes - Transparent colors will appear using alpha blending (if supported) when the model is shaded.,"yes, no, independent",independent
Model Display,capped_clip,Yes - Displays the model as a solid when shaded and clipped. No - Displays the model as surfaces when shaded and clipped.,"yes, no",yes
Model Display,clip_always,Yes - Display clipping after Visibilities dialog box is closed.,"yes, no",yes
Model Display,datum_point_symbol,Specifies the shape of datum point symbols displayed in Part or Assembly mode.,"dot, cross, circle, triangle, square",cross
Model Display,default_ramp_size,Specifies a number of shades of gray to show shading of non-colored objects.,,
Model Display,default_scene_filename,Complete path to the scene file to be used as default scene file.,,<creo_loadpoint>\graphic-library\scenes\/creo_default_scene.scn
Model Display,disp_comp_name_in_symb_rep,Displays the names of components in symbolic representations.,"yes, no",yes
Model Display,display,Wireframe - All solid edges in white. Hiddenvis - Hidden lines in grey. Hiddeninvis - Hidden lines removed. Shade - Display shaded surfaces. Settings are reflected in printing and some export modes.,"wireframe, hiddenvis, hiddeninvis, shade, shadewithreflect, shadewithedges",shade
Model Display,display_axes,Displays or hides datum axes.,"yes, no",yes
Model Display,display_axis_tags,Displays or hides datum axis name tags.,"yes, no",no
Model Display,display_coord_sys,Yes - Coordinate systems will be displayed. No - Coordinate systems will not be displayed.,"yes, no",yes
Model Display,display_coord_sys_tags,Yes - Coordinate system name tags will be displayed. No - Coordinate system name tags will not be displayed.,"yes, no",yes
Model Display,display_florin,Yes: display of the florin (international currency symbol) where possible. No: use the euro symbol exclusively.,"yes, no",no
Model Display,display_plane_tags,Yes - Datum plane name tags will be displayed. No - Datum plane name tags will not be displayed.,"yes, no",no
Model Display,display_planes,Yes - Datum planes will be displayed. No - Datum planes will not be displayed.,"yes, no",yes
Model Display,display_point_tags,Yes - Datum point tags will be displayed. No - Datum point tags will not be displayed.,"yes, no",no
Model Display,display_points,Yes - Datum points and their names will be displayed. No - Datum points and their names will not be displayed.,"yes, no",yes
Model Display,display_silhouette_edges,Sets the display of silhouette edges for wireframe display only.,"yes, no",yes
Model Display,display_z_extension_lines,Controls the display of dimension z-extension lines. Yes - z-extension lines will be displayed; No - z-extension lines will not be displayed.,"yes, no",yes
Model Display,edge_display_quality,"Controls display quality of an edge for wireframe and hidden-line removal. Normal - Normal quality of edge display. High - Increases tessellation by 2. Very_high - Increases tessellation by 3. Low - Decreases tessellation from normal, speeds up display.","high, low, normal, very_high",normal
Model Display,enable_ambient_occlusion,Enable ambient occlusion. This simulates the effect of light radiating from a real model by darkening the occluded areas.,"yes, no",no
Model Display,enable_hlr_hashing,Enables hlr hashing,"yes, no",yes
Model Display,enable_transparent_text_bg,Yes - Clear background before displaying text. No - Do not clear text background.,"yes, no",yes
Model Display,explode_animation_max_time,Sets the maximum amount of time for an animation between explode states.,,1
Model Display,fast_highlight,Yes - Use simplified highlighting which redisplays more quickly at the expense of certain details.  This option may increase memory usage slightly.,"yes, no",yes
Model Display,fasthlr,Specifies whether fast hidden line removal is on/off by default.,"yes, no",no
Model Display,frames_per_sec,Determines whether view is animated.,"yes, no",no
Model Display,frames_per_sec_value,"Used to set the smoothness of view animation changes. Higher numbers provide more frames/sec, and giving you a smoother animation. Lower numbers cause the view to change more quickly.",,3
Model Display,graphics_library_dir,Allows the user to specify a different graphics library.,,
Model Display,lods_enabled,"Determines whether or not the system uses Level of Detail in shaded models during dynamic orientation (panning, zooming and spinning).","yes, no",no
Model Display,lods_value,"When lods_enabled is Yes, this value specifies the default value used to display LODs. The value is a percentage of the edge size vs the total size of the model.",,50
Model Display,max_animation_time,"When the orientation, or zoom state, of the Creo window changes, an animation sequence of a predefined duration takes place. This option controls the maximum time the system spends animating.",,1
Model Display,max_image_dimension,Set the upper bound dimension on images loaded into Creo. Images larger than this limit will be rescaled to this upper bound during loading.,"4096, 1024, 2048, 8192, 16384",16384
Model Display,mesh_spline_surf,Turns the blue mesh surface lines on or off.,"yes, no",no
Model Display,min_animation_steps,"When the orientation, or zoom state, of the Creo window changes, an animation sequence of predefined duration takes place. This option controls the minimum number of frames used in the animation sequence.",,6
Model Display,model_detail_options_file,Sets the path to the file which contains the default model detail option values for new models.,,<creo_loadpoint>\text\3d_inch.dtl
Model Display,orientation,Establishes the initial standard view orientation. User_default - System uses X-axis and Y-axis values defined by options x_axis and y_axis.,"isometric, trimetric, user_default",trimetric
Model Display,save_scene_with_file,Yes - Automatically update the model with current scene information when saving the model; No - Scene information embedded in model must be updated manually.,"yes, no",no
Model Display,save_texture_with_model,Yes - Embed applied texture and tracesketch bitmap files into the model file.,"yes, no",no
Model Display,save_triangles_flag,Spinning shaded images with software graphics only.  Note: This option has no effect if your system uses hardware graphics.,"yes, no",no
Model Display,scene_background_on,Set default scene background state,"yes, no",no
Model Display,shade_moving_comp,Yes - Shades assembly components while they are being moved. No - Displays components in wireframe while they are being moved.,"yes, no",yes
Model Display,shade_quality,Model shade quality is used to decide how much to subdivide surfaces for  shading purposes. Higher shade quality is slower but produces better pictures.,"12, 13, 14, 1, 3, 23, 24, 25, 26, 2, 4, 5, 15, 6, 7, 8, 9, 10, 11, 16, 17, 18, 19, 20, 21, 22, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50",3
Model Display,shade_surface_feat,Controls the shading of surface features.,"yes, no",yes
Model Display,shade_windows,Enables shading of objects in all windows. This option does not also enable color shading.,"all_windows, one_window",all_windows
Model Display,shade_with,Controls the display of datum curves on shaded objects.,"no, curves",curves
Model Display,show_axes_for_extr_arcs,Determines if axes are created for newly extruded arcs.,"yes, no",no
Model Display,skip_small_surfaces,Gives the user the option not to display small shaded surfaces. Disabling this option will improve display quality at the expense of speed.  It is most useful for creating screen snap shots.,"yes, no",yes
Model Display,spherical_map_size,Size of Spherical map texture image used for environment mapping. Bigger size will have better image quality but will be slow to regenerate.,"256x256, 512x512, 1024x1024",256x256
Model Display,spin_rate_zoom_sensitive,Allows slower spinning when zoomed in on a model.,"yes, no",no
Model Display,spin_with_notes,Yes - 3D feature and model notes are displayed during dynamic spinning of a model.,"yes, no",yes
Model Display,spin_with_part_entities,Yes - Datum features will be displayed during dynamic spinning of a model.,"yes, no",no
Model Display,spin_with_silhouettes,Yes - Silhouette lines will be displayed during dynamic spinning of a model.,"yes, no",no
Model Display,tan_angle_for_disp,For display purposes only. Sets the angle between two quilt surfaces below which the edge will be displayed as tangent. Enter an angle between 1.5 and 15 degrees.,,0.02618
Model Display,tangent_edge_display,Determines how edges between tangent surfaces are displayed.,"no, solid, centerline, phantom, dimmed",solid
Model Display,texture,Yes - Applied textures will be displayed when the model is shaded.,"yes, no",yes
Model Display,texture_search_path,Appends a directory to the search path for textures.,,
Model Display,transparency,Yes - Transparent colors will appear as such when the model is shaded.,"yes, no",yes
Model Display,update_old_appearance,"Update pre-Creo 3.0 appearances to their latest values. Always - update without warning, Never - do not update, Prompt - issue a warning dialog allowing users to choose to update or not.","never, always, prompt",always
Model Display,use_pre_wildfire_text_font,Yes - Use the old stroke-based PTC font as the default font. No - Use a True Type font as the default font.,"yes, no",no
Model Display,window_gamma,Gamma correction to apply to images created by renderer. Default value is 1.0.,,1
Model Display,x_angle,"Sets the default view orientation for models (appears in the Orientation dialog box). The default orientation is the last option, x_angle, y_angle, or orientation, in the configuration file.",,0
Model Display,y_angle,"Sets the default view orientation for models (appears in the Orientation dialog box). The default orientation is the last option, x_angle, y_angle, or orientation, in the configuration file.",,0
Notification Manager,hatch_pattern_cfg_file,Specifies the hatch pattern configuration file to be loaded when Creo is started.,,
Notification Manager,modeltree_show_materials,Show Materials in the Model Tree,"yes, no",yes
Notification Manager,nmgr_affected_by_dma,Show notifications for models/features that are affected by Creo direct modifications,"warning, error, do_not_show, warning_with_message",warning
Notification Manager,nmgr_circular_references,Show notification when there are circular references in the top model,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_gen_model_issues,Show notifications when basic/generic model is failed,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_import_valid_issue,Show notifications when import validation score is defined as passed with warning,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_modified_in_dma,Show notifications for components and features whose have references have been changed since last regeneration,"warning, error, do_not_show, warning_with_message",warning
Notification Manager,nmgr_outdated_mathcad,Show notifications for models that contain PTC Mathcad worksheet with values that differ from values in Creo,"warning, error, do_not_show, warning_with_message",warning
Notification Manager,nmgr_outdated_model_graphics,Show notification when a model in simplified representation is outdated,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_outdated_non-native,Show notifications for non-native models that are not up-to-date with respect to source,"warning, error, do_not_show, warning_with_message",warning
Notification Manager,nmgr_outdated_pdm,Show notifications for models that are not up-to-date with recent PDM model version,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_outdated_pipe_solids,Show notifications for pipe solids that are not up-to-date with the recent piping application behavior,"warning, error, do_not_show, warning_with_message",warning
Notification Manager,nmgr_pending_dma,Show notifications for models that were modified in Creo Direct and not reviewed. The changes should be accepted or rejected in the View Creo Changes dialog,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_ref_model_issues,Show notifications when reference model is failed,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_reference_changed,Show notifications for components and features whose have references have been changed since last regeneration,"warning, error, do_not_show, warning_with_message",warning_with_message
Notification Manager,nmgr_reference_out_of_session,Show notifications for models/features with references not in session,"warning, error, do_not_show, warning_with_message",do_not_show
Notification Manager,nmgr_sensor_data_replay,Show notification when sensor data download is completed and is ready for the model.,"warning, error, do_not_show, warning_with_message",warning_with_message
Piping,aec_dwg_anno_attrpar_spec_file,Specifies the aec drawing annotation attribute/parameter specification file name.,,aec_dwg_anno_attrparam_spec.ptd
Piping,aec_object_type_file,Specifies the aec object type file name.,,aec_object_type.ptd
Piping,display_thick_insulation,Yes - Display insulation in thick mode. No - Display insulation in centerline mode. This option can be overridden by the Thick insulation option in the Model Display dialog box.,"yes, no",yes
Piping,display_thick_pipes,Yes - Display pipes in thick mode. No - Display pipes in centerline mode. This option can be overridden by the Thick pipes option in the Model Display dialog box.,"yes, no",no
Piping,isogen_attribute_map_file,Specifies the mapping between isogen parameter and attribute name.,,<creo_loadpoint>\text\piping_data\isodata\isogen_attribute_map.csv
Piping,isogen_endtype_map_file,Specify name of file mapping Pro/Piping endtypes with ISOGEN endtypes,,<creo_loadpoint>\text\piping_data\isodata\isogen_endtype_map.csv
Piping,isogen_mandatory_attr_file,Specify file containing mandatory attribute filenames used by ISOGEN.,,isogen.fls
Piping,isogen_nominal_size_map_file,Specify name of file mapping Pro/Piping Size with Nominal Sizes in MM and Inches,,<creo_loadpoint>\text\piping_data\isodata\isogen_nominal_size_map.csv
Piping,isogen_output_files_dir,Specify directory to save the PCFs created by ISOGEN interface,,
Piping,isogen_pcf_filename_format,Specify format to create filenames of PCF files being created,,"mnemonic,-,specification,-,number"
Piping,isogen_symbol_map_file,Specify name of file for mapping Pro/Piping selection names with ISOGEN symbol keys (SKEY)s,,<creo_loadpoint>\text\piping_data\isodata\isogen_symbol_map.csv
Piping,pipe_3d_bend_theor_int_pts,Yes - Displays theoretical intersections and bends in three-dimensional models.,"yes, no",no
Piping,pipe_bend_locations_csys_units,Define which assembly units will be used for the piping bend locations calculations. Yes - to use coordinate system assembly units. No - to use pipeline assembly units.,"yes, no",no
Piping,pipe_pre_22_bendinfo_conv,Convert bend report information generated prior to Pro/ENGINEER 2000i-2 to current saved analysis format.,"yes, no",yes
Piping,pipe_solid_centerline,Yes - Display Pro/PIPING centerlines. No - Do not display Pro/PIPING centerlines.,"yes, no",yes
Piping,pipe_solid_label_format,Specify the pipe solid label format that will be used to automatically generate pipeline labels.,,"size,-,specification,-,mnemonic,-,number,-,insulation"
Piping,pipe_update_pre_20_int_pts,Yes - Pipelines created prior to Release 20.0 are updated with intersection point entities. The entities are created in session by Info>Regen Info or when you retrieve the model.,"yes, no",no
Piping,pipeline_assembly_library_dir,Sets the default pipeline assembly library directory.,,<creo_loadpoint>\text\piping_data\pipelinelib\
Piping,pipeline_assembly_name_format,Sets the default pipeline assembly name format.,,"mnemonic,-,number"
Piping,pipeline_label_format,Specify the pipeline label format that will be used to automatically generate pipeline labels.,,"size,-,specification,-,mnemonic,-,number,-,insulation"
Piping,pipeline_solid_start_part_name,Sets the default pipeline solid start part name.,,pipeline_solid_start.prt
Piping,pipeline_spool_label_format,Specify the pipeline spool label format that will be used to generate the spool labels during pipeline spool generation.,,mnemonic-number-prefix&#91;0]spoolnum&#91;01]suffix&#91;]
Piping,pipeline_start_assembly_name,Sets the default pipeline start assembly name.,,pipeline_start.asm
Piping,piping_appearance_map_file,Sets the default piping appearance map filename.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_appearance.map
Piping,piping_bolt_nut_select_file,Piping bolts and nuts selection file.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_bolt_nut_select.csv
Piping,piping_design_method,Sets the current Piping design method for pipeline modeling.,"non_spec_driven, spec_driven, user_driven",user_driven
Piping,piping_enable_designate_report,Enable designatable reports for spec-driven piping.,"yes, no",yes
Piping,piping_end_compatibility_file,Sets the default piping end compatibility filename.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_end_compatibility.csv
Piping,piping_extend_dim_scheme,Specify a dimension scheme for piping extend segment.,"cartesian, cylindrical, spherical",cartesian
Piping,piping_extend_show_csys,Control whether small preview CSYS is shown at end of pipe when defining extend features in cartesian / spherical / cylindrical schemes.,"yes, no",no
Piping,piping_fitt_angle_tolerance,Sets the default piping fitting angle tolerance value.,,1.5
Piping,piping_fitt_category_map_file,Sets the default piping fitting category map filename.,,<creo_loadpoint>\text\piping_data\sample_project\piping_fitt_category_map.csv
Piping,piping_fitt_library_dir,Sets the default piping fitting library directory.,,<creo_loadpoint>\text\piping_data\fittinglib\
Piping,piping_fluid_parameter,Enables/disables the Parameters tab in Create Pipeline Dialog,"yes, no",no
Piping,piping_insulation_dir_file,Sets the default piping insulation directory filename.,,<creo_loadpoint>\text\piping_data\sample_project\piping_insulation_dir.csv
Piping,piping_joint_fitting_clearance,Sets the piping joint minimum fitting clearance value.,,1
Piping,piping_joint_fitting_offset,Sets the piping joint minimum fitting offset value.,,1
Piping,piping_manufacture_dir_file,Sets the default piping manufacture directory filename.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_manufacture_dir.ptd
Piping,piping_material_file,Sets the default piping material filename.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_material.ptd
Piping,piping_material_source,Sets the source for material information. Note Material_dir requires pro_material_dir to be set.,"weight_length, material_dir",weight_length
Piping,piping_mcat_dir,Sets the default piping master catalog directory.,,<creo_loadpoint>\text\piping_data\master_catalog\
Piping,piping_mcat_dir_file,Sets the default piping master catalog directory filename.,,<creo_loadpoint>\text\piping_data\master_catalog\piping_mcat_dir.csv
Piping,piping_min_bolting_clearance,Sets the default piping minimum bolting clearance value.,,1
Piping,piping_old_mcat_format,Enable\Disable the use of the old master catalog piping data.,"yes, no",no
Piping,piping_project_data_dir,Sets the default Project data directory.,,<creo_loadpoint>\text\piping_data\sample_project\
